Name,Fulladdress,Street,Municipality,Categories,Phone,Phones,Claimed,Review_Count,Average_Rating,Review URL,Google_Maps_URL,Latitude,Longitude,Website,Domain,Opening_hours,Featured_image,Cid,Place Id,Kgmid,Plus code,Google Knowledge URL,Email,Social Medias,Facebook,Instagram,Twitter,Yelp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waves Gym - Best Gym in Lokhandwala Andheri West,"5th Floor, Morya Estate, New Link Rd, opp. Infiniti Mall, Veera Desai Industrial Estate, Andheri West, Mumbai, Maharashtra 400053",5th Floor,Morya Estate,Gym,022 6678 7970,"022 6678 7970, +91 22 6678 7970",YES,791,4.9,https://search.google.com/local/reviews?placeid=ChIJmdvRWzy25zsRlvRQgdHMEWg&q=Mumbai+all+Gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7499000054738384022,19.1415312,72.831777,https://wavesgym.com/,wavesgym.com,"Sunday:[6 am–10 pm], Monday:[6 am–12 am], Tuesday:[6 am–12 am], Wednesday:[6 am–12 am], Thursday:[6 am–12 am], Friday:[6 am–12 am], Saturday:[6 am–12 am]",https://lh5.googleusercontent.com/p/AF1QipN-rcL1ODaH66x-ivkLYY6z8qlOndDq0MId6BXw=w163-h92-k-no,7.50E+18,ChIJmdvRWzy25zsRlvRQgdHMEWg,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OFC Gym, Best Affordable Luxury Gym Chowpatty Mumbai | Omkarfitnessclub.com","First Floor, La Kozy Mansion, OFC Gym, 21, opposite Chowpatty, Mumbai, Maharashtra 400007","First Floor, La Kozy Mansion","OFC Gym, 21",Gym,-3yvZrGwDNaXseMPuobO6AY,,YES,68,4.8,https://search.google.com/local/reviews?placeid=ChIJwWPAWTbP5zsR1gF0umdb_8Y&q=Mumbai+all+Gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14339280239638872534,18.9560277,72.8123482,https://omkarfitnessclub.in/,omkarfitnessclub.in,"Sunday:[10 am–12 am], Monday:[12 am–11 pm], Tuesday:[6 am–11 pm], Wednesday:[6 am–11 pm], Thursday:[6 am–11 pm], Friday:[6 am–11 pm], Saturday:[6 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipPmr0RUM_RB6HHIdUBgvo4w6RQvFC79M3nYXhnC=w80-h106-k-no,1.43E+19,ChIJwWPAWTbP5zsR1gF0umdb_8Y,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anytime Fitness,"Plot No 1091, TPS 4, 5th Floor, New Prabhadevi Rd, Century Bazaar, Mumbai, Maharashtra 400025","Plot No 1091, TPS 4, 5th Floor",New Prabhadevi Rd,Gym,099200 31601,"099200 31601, +91 99200 31601",YES,230,4.4,https://search.google.com/local/reviews?placeid=ChIJIWizXujP5zsR4YZMW-1BnxY&q=Mumbai+all+Gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=1630094077826205409,19.0127391,72.8280563,https://www.anytimefitness.co.in/gyms/in-1095/mumbai-maharashtra-400025/,anytimefitness.co.in,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipNe3YQaWOvroQj0AXsB_-OE6kQPRnP-AYU4e9JV=w165-h92-k-no,1.63E+18,ChIJIWizXujP5zsR4YZMW-1BnxY,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gauhars Gym & Fitness Centre,"Opposite Chawl, No.32, Kamraj Nagar Rd, next to icici atm, Ghatkopar East, Mumbai, Maharashtra 400077",Opposite Chawl,"No.32, Kamraj Nagar Rd",Gym,097023 21354,"097023 21354, +91 97023 21354",YES,229,4.8,https://search.google.com/local/reviews?placeid=ChIJAa3pnjvG5zsRUXmJPdemAA8&q=Mumbai+all+Gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=1081047353949518161,19.0724842,72.9140895,,,"Sunday:[Closed], Monday:[5 am–11:55 pm], Tuesday:[5 am–11:55 pm], Wednesday:[5 am–11:55 pm], Thursday:[5 am–11:55 pm], Friday:[5 am–11:55 pm], Saturday:[5 am–11:55 pm]",https://lh5.googleusercontent.com/p/AF1QipPRcAcvRJx_HHR4tWZKB_n5gQGdM__PBRwHmFyH=w163-h92-k-no,1.08E+18,ChIJAa3pnjvG5zsRUXmJPdemAA8,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness DEN By Suhas Khamkar,"4 th floor, MERAKI ARENA, Sion - Trombay Rd, Ghatla, Chembur, Mumbai, Maharashtra 400071",4 th floor,MERAKI ARENA,Gym,080 6242 9815,"080 6242 9815, +91 80 6242 9815",YES,194,4.9,https://search.google.com/local/reviews?placeid=ChIJ73gJoLrH5zsRCQESthPaiZA&q=Mumbai+all+Gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10415095391464849673,19.0481378,72.9073316,http://denfitness.in/,denfitness.in,"Sunday:[9 am–3 pm], Monday:[6 am–11 pm], Tuesday:[6 am–11 pm], Wednesday:[6 am–11 pm], Thursday:[6 am–11 pm], Friday:[6 am–11 pm], Saturday:[6 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipPSVpijZhKH7NR6CdKvNXD_K3yB-chvmxg3QRbH=w122-h92-k-no,1.04E+19,ChIJ73gJoLrH5zsRCQESthPaiZA,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Bull Fitness,"246-A, Jahangir Boman Behram Marg, Opp Alexandra Cinema Next to Maharashtra college, nagpada, Mumbai Central, Mumbai, Maharashtra 400008","246-A, Jahangir Boman Behram Marg, Opp Alexandra Cinema Next to Maharashtra college, nagpada",Mumbai Central,Gym,081690 84400,"081690 84400, +91 81690 84400",YES,80,4.6,https://search.google.com/local/reviews?placeid=ChIJ-e8y-LrP5zsRA_Y6WdLpP3M&q=Mumbai+all+Gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=8304613327543924227,18.9677271,72.8268142,https://www.instagram.com/bigbullfitnesss,instagram.com,"Sunday:[6 am–12 am], Monday:[6 am–12 am], Tuesday:[6 am–12 am], Wednesday:[6 am–12 am], Thursday:[6 am–12 am], Friday:[6 am–12 am], Saturday:[6 am–12 am]",https://lh5.googleusercontent.com/p/AF1QipP-JeqCkrE0-Xa63d92--8v46ELwUNLcteFKFWU=w122-h92-k-no,8.30E+18,ChIJ-e8y-LrP5zsRA_Y6WdLpP3M,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter's Gym Mumbai,"188/1500-1501, Best Road, Opp. Neeta Bldg., Near Oshiwara Bus Depot, Best Colony Rd, Motilal Nagar I, Goregaon West, Mumbai, Maharashtra 400104","188/1500-1501, Best Road, Opp. Neeta Bldg., Near Oshiwara Bus Depot",Best Colony Rd,Gym,085912 21108,"085912 21108, +91 85912 21108",YES,86,4.7,https://search.google.com/local/reviews?placeid=ChIJ7zVJtry35zsRAG9GbLDQDbE&q=Mumbai+all+Gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12758082775559859968,19.1552703,72.8369038,,,"Sunday:[10 am–2 pm], Monday:[5:30 am–12 am], Tuesday:[5:30 am–12 am], Wednesday:[5:30 am–12 am], Thursday:[5:30 am–12 am], Friday:[5:30 am–12 am], Saturday:[5:30 am–12 am]",https://lh5.googleusercontent.com/p/AF1QipMVcR996a6sxTzFKMJkNjS0X-RxgNObccndHqoz=w163-h92-k-no,1.28E+19,ChIJ7zVJtry35zsRAG9GbLDQDbE,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power zone gym,"Shop no 9and10 1st floor, Shantaram 146, JP Rd, Fish Market Area, Navneeth Colony, Andheri West, Andheri, Mumbai, Maharashtra 400058",Shop no 9and10 1st floor,Shantaram 146,Gym,090299 12000,"090299 12000, +91 90299 12000",YES,457,4.8,https://search.google.com/local/reviews?placeid=ChIJOeIfqdbJ5zsRgMYHJEbtsEQ&q=Mumbai+all+Gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4949716875988158080,19.1225059,72.8457559,,,"Sunday:[10 am–2 am], Monday:[6 am–11 pm], Tuesday:[6 am–11 pm], Wednesday:[6 am–11 pm], Thursday:[6 am–11 pm], Friday:[6 am–11 pm], Saturday:[6 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipNt9UnTcbnMmvK4iOFrQ3SiL03_kl8sTrut8dzZ=w80-h106-k-no,4.95E+18,ChIJOeIfqdbJ5zsRgMYHJEbtsEQ,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JDS Gym,"111/3, Marol Cooperative Industrial Estate Rd, next to Lok Bharti Road, Gamdevi, Marol, Andheri East, Mumbai, Maharashtra 400059","111/3, Marol Cooperative Industrial Estate Rd",next to Lok Bharti Road,Gym,089280 42885,"089280 42885, +91 89280 42885",YES,296,4.5,https://search.google.com/local/reviews?placeid=ChIJnZrpPj3J5zsRAoRJK1Kqh7s&q=Mumbai+all+Gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=13512956476838740994,19.1128764,72.8823098,http://jdsgym.in/,jdsgym.in,"Sunday:[2–7 pm], Monday:[6 am–12 am], Tuesday:[6 am–12 am], Wednesday:[6 am–12 am], Thursday:[6 am–12 am], Friday:[6 am–12 am], Saturday:[6 am–12 am]",https://lh5.googleusercontent.com/p/AF1QipPyDA7X9fDQhF-3rtkfcrDFl0FfhdP-R5P58MiJ=w138-h92-k-no,1.35E+19,ChIJnZrpPj3J5zsRAoRJK1Kqh7s,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fitness First, Platinum, Palladium","8th Floor, Compound 462, Palladium Mall, Senapati Bapat Marg, Phoenix Mills Rd, Lower Parel, Mumbai, Maharashtra 400013","8th Floor, Compound 462, Palladium Mall",Senapati Bapat Marg,Gym,088678 05782,"088678 05782, +91 88678 05782",YES,302,4.4,https://search.google.com/local/reviews?placeid=ChIJB4Jod4zO5zsRbEYNsE1UWmg&q=Mumbai+all+Gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7519415220491339372,18.9949051,72.8245914,https://www.fitnessfirst.net.in/,fitnessfirst.net.in,"Sunday:[6 am–10 pm], Monday:[6 am–10 pm], Tuesday:[6 am–10 pm], Wednesday:[6 am–10 pm], Thursday:[6 am–10 pm], Friday:[6 am–10 pm], Saturday:[6 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipOvk0119WWM1I-REMzA2uuPde8k1uizxp4N4e2y=w163-h92-k-no,7.52E+18,ChIJB4Jod4zO5zsRbEYNsE1UWmg,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powerr Vibes Gym - Available on Cult.fit | Gyms in Andheri,"Navkar Complex, opp. Andheri Court, Andheri East, Mumbai, Maharashtra 400069",Navkar Complex,opp. Andheri Court,Gym,081040 04857,"081040 04857, +91 81040 04857",YES,230,4.8,https://search.google.com/local/reviews?placeid=ChIJrcBiDRTJ5zsR0nm2XQml5Hs&q=Mumbai+all+Gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=8927441821000694226,19.1195799,72.8488478,,,"Sunday:[6 am–10 pm], Monday:[6 am–10 pm], Tuesday:[6 am–10 pm], Wednesday:[6 am–10 pm], Thursday:[6 am–10 pm], Friday:[6 am–10 pm], Saturday:[6 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipNb-NAoyuQ0olZHnNOkGq2zj_JHqBh99ttBK8fZ=w122-h92-k-no,8.93E+18,ChIJrcBiDRTJ5zsR0nm2XQml5Hs,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR FITNESS CENTER,"Ground Floor, Govardhan, B-1, Plot-275, NM Joshi Marg, behind Svc Bank, Mumbai, Maharashtra 400013","Ground Floor, Govardhan",B-1,Gym,097734 32221,"097734 32221, +91 97734 32221",YES,61,5,https://search.google.com/local/reviews?placeid=ChIJ-yg09qTP5zsRJCENUS0SqfA&q=Mumbai+all+Gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17341411826009448740,18.9921614,72.8321415,,,"Sunday:[8 am–11 pm], Monday:[6 am–11 pm], Tuesday:[6 am–11 pm], Wednesday:[6 am–11 pm], Thursday:[6 am–11 pm], Friday:[6 am–11 pm], Saturday:[6 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipMaqP1GVMAx_xovHA9j61a9NL8WRWHFTO-njzec=w80-h104-k-no,1.73E+19,ChIJ-yg09qTP5zsRJCENUS0SqfA,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Free Open Gym - Five Gardens,"2VC3+8J5, Adenwala Rd, Matunga East, Mumbai, Maharashtra 400019",2VC3+8J5,Adenwala Rd,Gym,E32vZuzcNrKhnesPzKjkgQk,,NO,1104,4.3,https://search.google.com/local/reviews?placeid=ChIJVcbRIyfP5zsR0v7akIC4EX4&q=Mumbai+all+Gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9084244785708596946,19.0207634,72.8541113,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipMbc1qRhL5JWO1HaPFJQhocw5OlksrTLEUxMmoY=w80-h106-k-no,9.08E+18,ChIJVcbRIyfP5zsR0v7akIC4EX4,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Think Fitness,"Gokul Sumati Vidya Kendra Bldg, 13, Gandhigram Rd, near Iskcon Temple, Jukarwadi, Juhu, Mumbai, Maharashtra 400049",Gokul Sumati Vidya Kendra Bldg,"13, Gandhigram Rd",Gym,091364 66671,"091364 66671, +91 91364 66671",YES,127,4.5,https://search.google.com/local/reviews?placeid=ChIJKZ0IHd3J5zsRbG4QVwnGtq4&q=Mumbai+all+Gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=12589467551778500204,19.1130337,72.8243434,,,"Sunday:[10 am–7 pm], Monday:[6 am–11 pm], Tuesday:[6 am–11 pm], Wednesday:[6 am–11 pm], Thursday:[6 am–11 pm], Friday:[6 am–11 pm], Saturday:[6 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipN3oIp3r6U2RjGVNW-sU4tYjyTwcVkpEpq485kk=w80-h106-k-no,1.26E+19,ChIJKZ0IHd3J5zsRbG4QVwnGtq4,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMA Matrix Gym - MMA & Fitness Centre,"3rd Floor, Plot, MMA, Matrix Gym, 106, Linking Rd, above Food Square, Santacruz West, Mumbai, Maharashtra 400054","3rd Floor, Plot, MMA",Matrix Gym,Gym,086574 88772,"086574 88772, +91 86574 88772",YES,174,4.7,https://search.google.com/local/reviews?placeid=ChIJT3AR4EfJ5zsRGEJTpsCPSd8&q=Mumbai+all+Gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16089549201344774680,19.0763495,72.8345402,http://www.mmamatrix.org/,mmamatrix.org,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipOjT2OG6IUfZByJnxkXDS5-4GPESKhMouAOY8UY=w80-h106-k-no,1.61E+19,ChIJT3AR4EfJ5zsRGEJTpsCPSd8,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness 365D Gym (Mumbai Central),"Ground Floor UFW, Trust Building, Bellasis Rd, next to Shayadri Hotel, opp. ST Depo, Navjeevan Society, Dalal Estate, Mumbai Central, Mumbai, Maharashtra 400008",Ground Floor UFW,Trust Building,Gym,E32vZuzcNrKhnesPzKjkgQk,,YES,305,4.5,https://search.google.com/local/reviews?placeid=ChIJVVXFimrO5zsRtMSDLsgHqZ8&q=Mumbai+all+Gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11504735279449883828,18.9685725,72.8218769,,,"Sunday:[9 am–5 pm], Monday:[6 am–11:30 pm], Tuesday:[6 am–11:30 pm], Wednesday:[6 am–11:30 pm], Thursday:[6 am–11:30 pm], Friday:[6 am–11:30 pm], Saturday:[6 am–11:30 pm]",https://lh5.googleusercontent.com/p/AF1QipOOF1t6SX53K6qpQlrMDmgno-cijdT0Q40XGAzj=w122-h92-k-no,1.15E+19,ChIJVVXFimrO5zsRtMSDLsgHqZ8,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hardcore gym,"Khar, Jai Hind Nagar, Jawahar Nagar, Khar East, Mumbai, Maharashtra 400051","Khar, Jai Hind Nagar, Jawahar Nagar, Khar East","Mumbai, Maharashtra 400051",Gym,099305 95948,"099305 95948, +91 99305 95948",YES,212,4.7,https://search.google.com/local/reviews?placeid=ChIJQzEcGhnJ5zsRkMINJV8XJjE&q=Mumbai+all+Gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=3541543854384464528,19.0706126,72.846357,,,,https://lh5.googleusercontent.com/p/AF1QipNr5N2VW3CVPTnTunCpAzHo5JZX2PmBuUJquR10=w163-h92-k-no,3.54E+18,ChIJQzEcGhnJ5zsRkMINJV8XJjE,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitness Legacy | Best Gym in Chakala,"Ground Floor, Bajsons Estate, CG Road, opposite Hotel Samraj Building, Kajuwadi, Chakala, Andheri East, Mumbai, Maharashtra 400099",Ground Floor,Bajsons Estate,Gym,096644 44953,"096644 44953, +91 96644 44953",YES,157,4.6,https://search.google.com/local/reviews?placeid=ChIJiVV9TtTJ5zsRSDbQ-TRHu4I&q=Mumbai+all+Gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9420201338430568008,19.1111739,72.8588229,,,"Sunday:[1–9 pm], Monday:[6 am–11 pm], Tuesday:[6 am–11 pm], Wednesday:[6 am–11 pm], Thursday:[6 am–11 pm], Friday:[6 am–11 pm], Saturday:[6 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipPfBJJh2Mh_-9l6p824bO6-Qm68UgkxCDMDvrFV=w122-h92-k-no,9.42E+18,ChIJiVV9TtTJ5zsRSDbQ-TRHu4I,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cult Gym Sion,"Ground Floor, Godrej Coliseum, Sewri - Chembur Rd, GTB Nagar, Lalbaug, Everard Nagar, Sion, Mumbai, Maharashtra 400022",Ground Floor,Godrej Coliseum,Gym,099164 73628,"099164 73628, +91 99164 73628",YES,121,4.7,https://search.google.com/local/reviews?placeid=ChIJQ-AwqmDJ5zsR40Dobtwx-m8&q=Mumbai+all+Gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=8068816505210945763,19.049735,72.876552,https://www.cult.fit/cult/center/sion/cult-gym-sion/855?utm_source=gmb&utm_medium=organic,cult.fit,"Sunday:[6 am–10 pm], Monday:[6 am–10 pm], Tuesday:[6 am–10 pm], Wednesday:[6 am–10 pm], Thursday:[6 am–10 pm], Friday:[6 am–10 pm], Saturday:[6 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipMqFuJv0IB64uNDtp-MIPzXKZ1qCOIZTCNPI7OX=w163-h92-k-no,8.07E+18,ChIJQ-AwqmDJ5zsR40Dobtwx-m8,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Body Project Gym - Best Unisex Gym In Sion,"4, sadmini building, plot no-10, opposite vallabh school, Sion West, Sindhi colony, Mumbai, Maharashtra 400022","4, sadmini building, plot no-10",opposite vallabh school,Gym,099676 26765,"099676 26765, +91 99676 26765",YES,148,4.7,https://search.google.com/local/reviews?placeid=ChIJo2WXlzTJ5zsRu-68vP9-1WI&q=Mumbai+all+Gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7121738022604566203,19.0439872,72.8625733,,,"Sunday:[7 am–1 pm], Monday:[6 am–10:30 pm], Tuesday:[6 am–10:30 pm], Wednesday:[6 am–10:30 pm], Thursday:[6 am–10:30 pm], Friday:[6 am–10:30 pm], Saturday:[6 am–10:30 pm]",https://lh5.googleusercontent.com/p/AF1QipOREnfr65TLeCooheY5u96sj-SRlWla9B3ZkuPD=w92-h92-k-no,7.12E+18,ChIJo2WXlzTJ5zsRu-68vP9-1WI,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Star Fitness,"102, Shivram Seth Amritwar Marg, Opposite Shree Ram Mills, BDD Chawls Worli, Worli, Mumbai, Maharashtra 400018","102, Shivram Seth Amritwar Marg","Opposite Shree Ram Mills, BDD Chawls Worli, Worli",Gym,E32vZuzcNrKhnesPzKjkgQk,,YES,74,4.7,https://search.google.com/local/reviews?placeid=ChIJlyd1KEXP5zsRouCQOQz_Hc8&q=Mumbai+all+Gyms&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14924365168146178210,18.999763,72.8217729,,,"Sunday:[Closed], Monday:[6 am–10 pm], Tuesday:[6 am–10 pm], Wednesday:[6 am–10 pm], Thursday:[6 am–10 pm], Friday:[6 am–10 pm], Saturday:[6 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipPl3tAcDTjxRMps-D1xQa7d5rI1Acwd6CUmodgL=w122-h92-k-no,1.49E+19,ChIJlyd1KEXP5zsRouCQOQz_Hc8,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
